date;traffic-source;traffic-details;users;visits;pageviews;bounceRate;pageDepth;avgVisitDurationSeconds
2020-05-29;Direct traffic;;11;13;28;0;2,15384615;360,3076923
2020-05-29;Direct traffic;;3;3;3;0;1;18
2020-05-29;Direct traffic;;11;12;14;16,66666667;1,16666667;19,5
2020-05-29;Link traffic;click.mail.ru;1;1;1;0;1;15
2020-05-29;Link traffic;liblenina.ru;1;1;2;0;2;19
2020-05-29;Link traffic;liblenina.ru;1;3;56;0;18,66666667;2596,333333
2020-05-29;Link traffic;spblib.ru;1;1;1;0;1;15
2020-05-29;Link traffic;youtube.com;1;1;1;0;1;30
2020-05-29;Link traffic;youtube.com;1;1;1;0;1;15
2020-05-29;Search engine traffic;Yandex;2;2;6;0;3;963
2020-05-29;Search engine traffic;Yandex;3;5;112;20;22,4;1785,4
2020-05-29;Search engine traffic;Yandex;9;11;23;0;2,09090909;150,9090909
2020-05-29;Search engine traffic;Google;2;4;11;0;2,75;1025,5
2020-05-29;Search engine traffic;Google;1;1;1;0;1;1353
2020-05-29;Search engine traffic;Google;8;10;73;30;7,3;1465,5
2020-05-29;Social network traffic;VKontakte;4;4;7;25;1,75;23,25
2020-05-29;Social network traffic;VKontakte;4;4;8;0;2;339,25
2020-05-29;Social network traffic;VKontakte;12;20;67;5;3,35;220,55
2020-05-29;Social network traffic;Moi Mir@Mail.ru;1;1;1;0;1;16
2020-05-29;Social network traffic;Twitter;1;1;1;0;1;15
2020-05-29;Social network traffic;Odnoklassniki;1;1;1;0;1;15
2020-05-30;Internal traffic;;2;2;3;50;1,5;9,5
2020-05-30;Direct traffic;;29;33;44;6,06060606;1,33333333;54,60606061
2020-05-30;Direct traffic;;2;2;836;50;418;4184
2020-05-30;Direct traffic;;8;10;11;20;1,1;18,1
2020-05-30;Link traffic;a-practic.ru;1;1;1;0;1;15
2020-05-30;Link traffic;link.2gis.ru;1;2;2;50;1;7,5
2020-05-30;Link traffic;spblib.ru;1;1;1;0;1;27
2020-05-30;Search engine traffic;Yandex;2;2;2;50;1;7,5
2020-05-30;Search engine traffic;Yandex;2;2;3;50;1,5;2,5
2020-05-30;Search engine traffic;Yandex;5;6;190;0;31,66666667;756,3333333
2020-05-30;Search engine traffic;Google;4;4;4;50;1;4,75
2020-05-30;Search engine traffic;Google;1;1;1;0;1;16
2020-05-30;Search engine traffic;Google;7;9;41;22,22222222;4,55555556;1110,555556
2020-05-30;;;1;1;1;100;1;0
2020-05-30;Social network traffic;VKontakte;2;3;5;33,33333333;1,66666667;13
2020-05-30;Social network traffic;VKontakte;2;2;3;0;1,5;23
2020-05-30;Social network traffic;VKontakte;6;6;22;0;3,66666667;697,5
2020-05-30;Social network traffic;Odnoklassniki;2;2;2;50;1;8
2020-05-31;Direct traffic;;16;16;18;0;1,125;37,1875
2020-05-31;Direct traffic;;1;1;15;0;15;362
2020-05-31;Direct traffic;;6;7;9;0;1,28571429;56,14285714
2020-05-31;Link traffic;liblenina.ru;1;2;18;0;9;673,5
2020-05-31;Link traffic;link.2gis.ru;1;1;2;0;2;21
2020-05-31;Link traffic;m.youtube.com;1;1;1;100;1;0
2020-05-31;Search engine traffic;Yandex;1;1;1;0;1;11
2020-05-31;Search engine traffic;Yandex;1;1;8;0;8;231
2020-05-31;Search engine traffic;Yandex;4;4;70;0;17,5;290,25
2020-05-31;Search engine traffic;Google;1;1;1;100;1;0
2020-05-31;Search engine traffic;Google;1;1;1;0;1;15
2020-05-31;Search engine traffic;Google;7;7;15;14,28571429;2,14285714;118,1428571
2020-05-31;Social network traffic;VKontakte;2;2;2;100;1;0
2020-05-31;Social network traffic;VKontakte;2;2;5;0;2,5;83
2020-05-31;Social network traffic;VKontakte;5;5;6;40;1,2;23,4
2020-06-01;Internal traffic;;2;2;2;50;1;7,5
2020-06-01;Direct traffic;;5;5;5;60;1;6,2
2020-06-01;Direct traffic;;2;2;3;0;1,5;39,5
2020-06-01;Direct traffic;;8;9;15;22,22222222;1,66666667;156,1111111
2020-06-01;Link traffic;liblenina.ru;1;1;6;0;6;1004
2020-06-01;Link traffic;liblenina.ru;2;7;54;0;7,71428571;1152,142857
2020-06-01;Link traffic;link.2gis.ru;1;1;1;0;1;24
2020-06-01;Link traffic;m.youtube.com;1;1;2;0;2;141
2020-06-01;Link traffic;spblib.ru;1;1;1;0;1;41
2020-06-01;Link traffic;spblib.ru;2;2;2;0;1;20,5
2020-06-01;Link traffic;youtube.com;1;1;1;0;1;39
2020-06-01;Search engine traffic;Yandex;2;2;2;0;1;15
2020-06-01;Search engine traffic;Yandex;6;8;11;12,5;1,375;32,125
2020-06-01;Search engine traffic;Google;3;4;7;0;1,75;406,25
2020-06-01;Search engine traffic;Google;4;4;12;0;3;72,75
2020-06-01;Search engine traffic;Google;6;6;6;16,66666667;1;12,83333333
2020-06-01;Social network traffic;VKontakte;7;8;28;0;3,5;92,125
2020-06-01;Social network traffic;VKontakte;3;3;6;33,33333333;2;19,66666667
2020-06-01;Social network traffic;VKontakte;9;9;11;0;1,22222222;160,1111111
2020-06-01;Social network traffic;instagram.com;1;1;2;0;2;91
2020-06-01;Social network traffic;Odnoklassniki;1;1;1;0;1;15
2020-06-02;Internal traffic;;1;1;1;100;1;0
2020-06-02;Direct traffic;;6;6;10;16,66666667;1,66666667;91
2020-06-02;Direct traffic;;2;3;7;33,33333333;2,33333333;783,6666667
2020-06-02;Direct traffic;;7;9;19;0;2,11111111;217,2222222
2020-06-02;Link traffic;center-skfo.ru;1;1;1;100;1;0
2020-06-02;Link traffic;liblenina.ru;1;1;3;0;3;154
2020-06-02;Link traffic;link.2gis.ru;1;1;1;0;1;15
2020-06-02;Link traffic;m.youtube.com;1;1;1;0;1;15
2020-06-02;Search engine traffic;Yandex;1;1;3;0;3;85
2020-06-02;Search engine traffic;Yandex;1;1;1;0;1;15
2020-06-02;Search engine traffic;Yandex;3;3;6;0;2;85
2020-06-02;Search engine traffic;Google;7;7;10;42,85714286;1,42857143;67
2020-06-02;Search engine traffic;Google;2;2;2;50;1;7
2020-06-02;Search engine traffic;Google;9;12;95;8,33333333;7,91666667;1244
2020-06-02;Social network traffic;VKontakte;2;2;2;50;1;10
2020-06-02;Social network traffic;VKontakte;1;1;1;0;1;16
2020-06-02;Social network traffic;VKontakte;9;9;16;11,11111111;1,77777778;74
2020-06-02;Social network traffic;Odnoklassniki;1;1;1;0;1;15
2020-06-03;Internal traffic;;2;2;2;0;1;18
2020-06-03;Internal traffic;;1;1;2;0;2;0
2020-06-03;Direct traffic;;9;10;12;20;1,2;14,4
2020-06-03;Direct traffic;;3;3;4;0;1,33333333;18,66666667
2020-06-03;Link traffic;link.2gis.ru;1;1;1;0;1;15
2020-06-03;Link traffic;spbgaidara.ru;1;1;3;0;3;136
2020-06-03;Search engine traffic;Yandex;3;3;7;33,33333333;2,33333333;127,6666667
2020-06-03;Search engine traffic;Yandex;1;1;1;100;1;0
2020-06-03;Search engine traffic;Yandex;7;7;13;14,28571429;1,85714286;196,5714286
2020-06-03;Search engine traffic;Google;5;5;7;40;1,4;16,2
2020-06-03;Search engine traffic;Google;2;3;13;33,33333333;4,33333333;599,6666667
2020-06-03;Search engine traffic;Google;8;12;34;33,33333333;2,83333333;193
2020-06-03;Social network traffic;VKontakte;3;3;18;33,33333333;6;477,6666667
2020-06-03;Social network traffic;VKontakte;1;1;1;0;1;16
2020-06-03;Social network traffic;VKontakte;10;11;20;18,18181818;1,81818182;78,63636364
2020-06-03;Social network traffic;instagram.com;1;1;1;0;1;16
2020-06-03;Social network traffic;Odnoklassniki;1;1;2;0;2;50
2020-06-04;Direct traffic;;40;40;46;2,5;1,15;30,65
2020-06-04;Direct traffic;;3;3;252;66,66666667;84;830,3333333
2020-06-04;Direct traffic;;4;4;5;0;1,25;70,5
2020-06-04;Link traffic;liblenina.ru;1;1;5;0;5;108
2020-06-04;Link traffic;link.2gis.ru;2;3;4;33,33333333;1,33333333;13,33333333
2020-06-04;Link traffic;m.youtube.com;1;1;2;0;2;600
2020-06-04;Link traffic;spbgaidara.ru;1;1;4;0;4;140
2020-06-04;Link traffic;spblib.ru;1;1;1;0;1;26
2020-06-04;Search engine traffic;Yandex;4;4;7;0;1,75;48,25
2020-06-04;Search engine traffic;Yandex;2;2;2;0;1;19
2020-06-04;Search engine traffic;Yandex;3;4;7;25;1,75;36,25
2020-06-04;Search engine traffic;Google;2;2;2;50;1;314
2020-06-04;Search engine traffic;Google;7;11;39;9,09090909;3,54545455;468,4545455
2020-06-04;;;1;1;1;100;1;0
2020-06-04;Social network traffic;VKontakte;3;3;4;0;1,33333333;20,33333333
2020-06-04;Social network traffic;VKontakte;2;2;8;0;4;123
2020-06-04;Social network traffic;VKontakte;6;7;15;0;2,14285714;201,7142857
2020-06-04;Social network traffic;Facebook;1;1;1;0;1;15
2020-06-04;Social network traffic;instagram.com;1;1;1;100;1;0
2020-06-04;Social network traffic;Odnoklassniki;1;1;1;0;1;41
2020-06-05;Direct traffic;;18;18;30;66,66666667;1,66666667;158,1666667
2020-06-05;Direct traffic;;5;5;6;60;1,2;14,2
2020-06-05;Direct traffic;;7;7;17;14,28571429;2,42857143;85,57142857
2020-06-05;Link traffic;click.mail.ru;2;3;3;0;1;15
2020-06-05;Link traffic;link.2gis.ru;1;1;1;0;1;15
2020-06-05;Link traffic;m.youtube.com;1;3;6;0;2;125,6666667
2020-06-05;Search engine traffic;Yandex;2;2;5;0;2,5;153,5
2020-06-05;Search engine traffic;Yandex;2;2;8;0;4;594
2020-06-05;Search engine traffic;Yandex;7;7;14;0;2;73,14285714
2020-06-05;Search engine traffic;Google;5;5;8;0;1,6;26,8
2020-06-05;Search engine traffic;Google;2;2;2;0;1;15
2020-06-05;Search engine traffic;Google;8;10;91;0;9,1;1627,2
2020-06-05;Social network traffic;VKontakte;1;1;2;0;2;285
2020-06-05;Social network traffic;VKontakte;3;8;9;0;1,125;152,375
2020-06-05;Social network traffic;VKontakte;4;5;6;0;1,2;16,8
2020-06-05;Social network traffic;Facebook;1;1;1;0;1;16
2020-06-05;Social network traffic;instagram.com;1;1;1;0;1;15
2020-06-06;Direct traffic;;3;3;3;66,66666667;1;3,33333333
2020-06-06;Direct traffic;;3;4;4;0;1;15,75
2020-06-06;Link traffic;liblenina.ru;1;1;3;0;3;13
2020-06-06;Link traffic;spblib.ru;1;1;2;0;2;736
2020-06-06;Search engine traffic;Yandex;6;6;10;0;1,66666667;57,83333333
2020-06-06;Search engine traffic;Google;2;2;2;0;1;15
2020-06-06;Search engine traffic;Google;1;1;2;0;2;43
2020-06-06;Search engine traffic;Google;3;3;3;66,66666667;1;5
2020-06-06;Social network traffic;VKontakte;4;4;6;25;1,5;18,75
2020-06-06;Social network traffic;VKontakte;2;2;2;0;1;26
2020-06-06;Social network traffic;VKontakte;6;6;10;0;1,66666667;32
2020-06-06;Social network traffic;instagram.com;1;1;1;0;1;31
2020-06-06;Social network traffic;instagram.com;1;1;1;0;1;15
2020-06-06;Social network traffic;Odnoklassniki;1;1;1;0;1;20
2020-06-07;Internal traffic;;1;1;1;0;1;17
2020-06-07;Direct traffic;;8;13;23;7,69230769;1,76923077;139,9230769
2020-06-07;Link traffic;yandex.ru;1;1;2;0;2;42
2020-06-07;Link traffic;youtube.com;1;1;1;0;1;15
2020-06-07;Search engine traffic;Yandex;3;3;9;0;3;121
2020-06-07;Search engine traffic;Yandex;1;3;4;0;1,33333333;127,3333333
2020-06-07;Search engine traffic;Yandex;1;1;2;0;2;12
2020-06-07;Search engine traffic;Google;1;1;1;0;1;24
2020-06-07;Search engine traffic;Google;2;2;4;0;2;26
2020-06-07;Social network traffic;VKontakte;4;4;21;0;5,25;238,25
2020-06-07;Social network traffic;VKontakte;1;1;1;0;1;15
2020-06-07;Social network traffic;VKontakte;10;14;22;14,28571429;1,57142857;265
2020-06-08;Direct traffic;;6;7;14;14,28571429;2;314,4285714
2020-06-08;Direct traffic;;4;5;6;40;1,2;54,6
2020-06-08;Direct traffic;;3;5;5;60;1;6,8
2020-06-08;Link traffic;liblenina.ru;1;1;3;0;3;76
2020-06-08;Link traffic;spbcult.ru;1;1;2;0;2;18
2020-06-08;Search engine traffic;DuckDuckGo;1;1;1;100;1;0
2020-06-08;Search engine traffic;Yandex;2;2;3;0;1,5;894,5
2020-06-08;Search engine traffic;Yandex;2;2;2;0;1;14
2020-06-08;Search engine traffic;Yandex;3;3;7;0;2,33333333;364,6666667
2020-06-08;Search engine traffic;Google;3;6;7;33,33333333;1,16666667;14,33333333
2020-06-08;Search engine traffic;Google;1;1;1;0;1;14
2020-06-08;Search engine traffic;Google;10;12;111;0;9,25;1024,583333
2020-06-08;Search engine traffic;Mail.ru;1;1;2;0;2;15
2020-06-08;;;1;1;1;100;1;0
2020-06-08;Social network traffic;VKontakte;15;21;22;9,52380952;1,04761905;67,52380952
2020-06-08;Social network traffic;VKontakte;8;8;10;25;1,25;14,25
2020-06-08;Social network traffic;VKontakte;48;66;164;4,54545455;2,48484848;395,2121212
2020-06-08;Social network traffic;instagram.com;1;1;1;0;1;15
2020-06-08;Social network traffic;Odnoklassniki;1;1;2;0;2;21
2020-06-09;Direct traffic;;3;3;3;100;1;0
2020-06-09;Direct traffic;;5;8;8;12,5;1;14,875
2020-06-09;Search engine traffic;Yandex;5;5;10;0;2;506,2
2020-06-09;Search engine traffic;Yandex;1;1;2;0;2;7
2020-06-09;Search engine traffic;Yandex;3;3;6;33,33333333;2;65,66666667
2020-06-09;Search engine traffic;Google;2;2;2;50;1;8
2020-06-09;Search engine traffic;Google;3;4;14;0;3,5;205,25
2020-06-09;Search engine traffic;Google;6;6;12;16,66666667;2;18,83333333
2020-06-09;Social network traffic;VKontakte;7;8;8;50;1;7,625
2020-06-09;Social network traffic;VKontakte;1;1;4;0;4;110
2020-06-09;Social network traffic;VKontakte;36;45;267;11,11111111;5,93333333;272,2444444
2020-06-09;Social network traffic;Moi Mir@Mail.ru;1;1;2;0;2;58
2020-06-09;Social network traffic;instagram.com;1;1;1;0;1;23
2020-06-10;Direct traffic;;2;2;2;0;1;21
2020-06-10;Direct traffic;;2;2;2;0;1;16
2020-06-10;Link traffic;liblenina.ru;1;1;1;0;1;15
2020-06-10;Link traffic;liblenina.ru;1;1;2;0;2;43
2020-06-10;Link traffic;link.2gis.ru;1;1;1;100;1;0
2020-06-10;Link traffic;spbgaidara.ru;1;1;1;0;1;11
2020-06-10;Link traffic;spblib.ru;1;1;1;0;1;52
2020-06-10;Search engine traffic;Yandex;1;2;2;0;1;28,5
2020-06-10;Search engine traffic;Yandex;4;4;6;25;1,5;380,25
2020-06-10;Search engine traffic;Yandex;9;9;32;22,22222222;3,55555556;179,7777778
2020-06-10;Search engine traffic;Google;5;8;15;12,5;1,875;99,625
2020-06-10;Search engine traffic;Google;1;2;2;50;1;7,5
2020-06-10;Search engine traffic;Google;5;5;7;20;1,4;30,4
2020-06-10;Social network traffic;VKontakte;6;6;6;33,33333333;1;9,66666667
2020-06-10;Social network traffic;VKontakte;3;3;4;0;1,33333333;37,33333333
2020-06-10;Social network traffic;VKontakte;14;22;87;13,63636364;3,95454545;729,4090909
2020-06-10;Social network traffic;Facebook;1;1;2;0;2;25
2020-06-11;Direct traffic;;3;3;3;33,33333333;1;12,66666667
2020-06-11;Direct traffic;;4;4;110;25;27,5;755,25
2020-06-11;Direct traffic;;6;6;8;50;1,33333333;24,66666667
2020-06-11;Link traffic;crdb-petr.ucoz.ru;1;1;1;0;1;15
2020-06-11;Link traffic;link.2gis.ru;2;2;3;0;1,5;30,5
2020-06-11;Link traffic;spbgaidara.ru;1;2;3;0;1,5;26,5
2020-06-11;Search engine traffic;Yandex;2;2;2;50;1;7,5
2020-06-11;Search engine traffic;Yandex;1;1;1;0;1;16
2020-06-11;Search engine traffic;Yandex;7;7;17;0;2,42857143;148,7142857
2020-06-11;Search engine traffic;Google;4;4;5;50;1,25;18,5
2020-06-11;Search engine traffic;Google;2;2;2;0;1;15
2020-06-11;Search engine traffic;Google;4;4;6;25;1,5;33
2020-06-11;;;1;1;2;0;2;579
2020-06-11;Social network traffic;VKontakte;3;3;6;66,66666667;2;73,66666667
2020-06-11;Social network traffic;VKontakte;17;24;82;12,5;3,41666667;671,25
2020-06-11;Social network traffic;Facebook;1;1;1;0;1;15
2020-06-11;Social network traffic;Odnoklassniki;1;1;3;0;3;109
2020-06-12;Direct traffic;;8;8;9;37,5;1,125;28,875
2020-06-12;Direct traffic;;1;1;1;0;1;30
2020-06-12;Direct traffic;;1;2;2;50;1;7,5
2020-06-12;Link traffic;liblenina.ru;1;1;2;0;2;42
2020-06-12;Link traffic;youtube.com;1;1;1;0;1;15
2020-06-12;Search engine traffic;Yandex;1;1;2;0;2;146
2020-06-12;Search engine traffic;Yandex;1;1;1;0;1;17
2020-06-12;Search engine traffic;Google;1;1;1;0;1;16
2020-06-12;Search engine traffic;Google;2;2;2;0;1;14,5
2020-06-12;Search engine traffic;Google;5;5;10;40;2;385,6
2020-06-12;Social network traffic;VKontakte;5;6;6;33,33333333;1;14,16666667
2020-06-12;Social network traffic;Moi Mir@Mail.ru;1;1;1;0;1;17
2020-06-13;Internal traffic;;1;1;1;0;1;15
2020-06-13;Direct traffic;;4;4;8;0;2;307,5
2020-06-13;Direct traffic;;3;3;4;0;1,33333333;13
2020-06-13;Link traffic;link.2gis.ru;2;2;15;0;7,5;384
2020-06-13;Link traffic;spblib.ru;1;1;3;0;3;251
2020-06-13;Link traffic;spblib.ru;1;1;2;0;2;1025
2020-06-13;Search engine traffic;Yandex;2;2;11;0;5,5;850
2020-06-13;Search engine traffic;Yandex;3;3;6;0;2;56,66666667
2020-06-13;Search engine traffic;Google;5;6;6;33,33333333;1;10,16666667
2020-06-13;Search engine traffic;Google;2;3;21;0;7;902,6666667
2020-06-13;Social network traffic;VKontakte;5;5;7;20;1,4;15,8
2020-06-13;Social network traffic;VKontakte;4;4;12;0;3;107,75
2020-06-13;Social network traffic;VKontakte;6;8;11;37,5;1,375;13,375
2020-06-13;Social network traffic;Moi Mir@Mail.ru;1;1;1;0;1;15
2020-06-13;Social network traffic;instagram.com;1;1;1;0;1;15
2020-06-14;Direct traffic;;6;6;10;16,66666667;1,66666667;53,33333333
2020-06-14;Direct traffic;;5;5;7;20;1,4;26,8
2020-06-14;Link traffic;youtube.com;1;1;2;0;2;142
2020-06-14;Search engine traffic;Yandex;3;3;5;33,33333333;1,66666667;206,3333333
2020-06-14;Search engine traffic;Yandex;1;1;2;0;2;41
2020-06-14;Search engine traffic;Yandex;7;9;27;0;3;218,4444444
2020-06-14;Search engine traffic;Google;1;1;3;0;3;111
2020-06-14;Search engine traffic;Google;6;10;18;10;1,8;59,4
2020-06-14;Social network traffic;VKontakte;3;3;7;0;2,33333333;32,33333333
2020-06-14;Social network traffic;VKontakte;8;9;9;22,22222222;1;14,22222222
2020-06-14;Social network traffic;Moi Mir@Mail.ru;1;1;1;0;1;15
2020-06-14;Social network traffic;Facebook;2;2;4;0;2;69
2020-06-14;Social network traffic;instagram.com;1;1;1;0;1;15
2020-06-15;Internal traffic;;7;10;19;40;1,9;421
2020-06-15;Internal traffic;;3;3;6;0;2;169,3333333
2020-06-15;Direct traffic;;20;24;64;16,66666667;2,66666667;190,375
2020-06-15;Direct traffic;;4;4;8;25;2;38,5
2020-06-15;Direct traffic;;4;4;7;25;1,75;41,25
2020-06-15;Link traffic;android-app;1;1;1;0;1;54
2020-06-15;Link traffic;liblenina.ru;1;1;1;0;1;16
2020-06-15;Link traffic;liblenina.ru;2;2;10;0;5;712,5
2020-06-15;Link traffic;link.2gis.ru;2;2;6;50;3;127,5
2020-06-15;Link traffic;spblib.ru;1;6;194;0;32,33333333;3535,666667
2020-06-15;Link traffic;yandex.ru;1;1;2;0;2;53
2020-06-15;Link traffic;youtube.com;1;1;1;0;1;15
2020-06-15;Search engine traffic;Yandex;10;11;20;0;1,81818182;146,9090909
2020-06-15;Search engine traffic;Yandex;7;11;62;9,09090909;5,63636364;219,6363636
2020-06-15;Search engine traffic;Yandex;18;20;64;5;3,2;195,05
2020-06-15;Search engine traffic;Google;9;11;40;9,09090909;3,63636364;328,7272727
2020-06-15;Search engine traffic;Google;2;2;8;0;4;84
2020-06-15;Search engine traffic;Google;17;21;51;19,04761905;2,42857143;128,3333333
2020-06-15;Search engine traffic;Mail.ru;2;2;5;0;2,5;54,5
2020-06-15;Social network traffic;VKontakte;26;28;59;17,85714286;2,10714286;64,78571429
2020-06-15;Social network traffic;VKontakte;7;7;18;14,28571429;2,57142857;93,28571429
2020-06-15;Social network traffic;VKontakte;48;58;190;6,89655172;3,27586207;325,3448276
2020-06-15;Social network traffic;instagram.com;1;1;1;0;1;15
2020-06-15;Recommendation system traffic;Yandex Zen;1;1;1;0;1;15
2020-06-16;Internal traffic;;3;3;4;33,33333333;1,33333333;32,66666667
2020-06-16;Internal traffic;;2;3;3;0;1;16,33333333
2020-06-16;Internal traffic;;6;10;18;20;1,8;222,9
2020-06-16;Direct traffic;;3;3;3;33,33333333;1;13,66666667
2020-06-16;Direct traffic;;1;3;7;0;2,33333333;196
2020-06-16;Direct traffic;;9;11;27;0;2,45454545;73,27272727
2020-06-16;Link traffic;2childlibrary.ucoz.ru;2;2;5;0;2,5;77,5
2020-06-16;Link traffic;liblenina.ru;1;2;2;0;1;15,5
2020-06-16;Link traffic;link.2gis.ru;1;1;2;0;2;74
2020-06-16;Link traffic;spbgaidara.ru;1;1;4;0;4;96
2020-06-16;Link traffic;spblib.ru;1;4;10;0;2,5;878,25
2020-06-16;Link traffic;spblib.ru;4;6;118;16,66666667;19,66666667;3514,666667
2020-06-16;Link traffic;yandex.ru;1;1;2;0;2;20
2020-06-16;Search engine traffic;Yandex;8;9;22;11,11111111;2,44444444;108,4444444
2020-06-16;Search engine traffic;Yandex;2;2;2;50;1;7,5
2020-06-16;Search engine traffic;Yandex;16;20;60;0;3;228,95
2020-06-16;Search engine traffic;Google;6;6;8;16,66666667;1,33333333;18
2020-06-16;Search engine traffic;Google;2;4;24;0;6;670,5
2020-06-16;Search engine traffic;Google;9;12;43;16,66666667;3,58333333;136,1666667
2020-06-16;Search engine traffic;Mail.ru;1;1;6;0;6;3101
2020-06-16;Social network traffic;VKontakte;17;19;57;21,05263158;3;124,9473684
2020-06-16;Social network traffic;VKontakte;7;8;30;12,5;3,75;253,5
2020-06-16;Social network traffic;VKontakte;36;44;213;2,27272727;4,84090909;423,8409091
2020-06-16;Social network traffic;Facebook;1;1;1;0;1;15
2020-06-16;Social network traffic;Odnoklassniki;1;1;1;0;1;15
2020-06-17;Internal traffic;;2;4;5;25;1,25;12,5
2020-06-17;Internal traffic;;5;5;9;0;1,8;89,8
2020-06-17;Direct traffic;;10;11;40;18,18181818;3,63636364;479,6363636
2020-06-17;Direct traffic;;1;1;1;0;1;15
2020-06-17;Direct traffic;;4;5;11;0;2,2;31,4
2020-06-17;Link traffic;liblenina.ru;1;1;1;0;1;16
2020-06-17;Link traffic;link.2gis.ru;1;1;1;0;1;15
2020-06-17;Link traffic;spb.zoon.ru;1;1;3;0;3;140
2020-06-17;Link traffic;spblib.ru;1;7;59;0;8,42857143;1235,142857
2020-06-17;Search engine traffic;Yandex;3;3;11;0;3,66666667;141
2020-06-17;Search engine traffic;Yandex;4;4;16;25;4;541
2020-06-17;Search engine traffic;Yandex;12;13;70;0;5,38461538;276,3076923
2020-06-17;Search engine traffic;Google;1;1;11;0;11;300
2020-06-17;Search engine traffic;Google;2;2;2;0;1;21,5
2020-06-17;Search engine traffic;Google;9;9;23;11,11111111;2,55555556;137,4444444
2020-06-17;Social network traffic;VKontakte;7;9;21;22,22222222;2,33333333;50,77777778
2020-06-17;Social network traffic;VKontakte;6;6;10;0;1,66666667;35
2020-06-17;Social network traffic;VKontakte;18;20;51;10;2,55;204,8
2020-06-17;Recommendation system traffic;Google Discover;1;1;9;0;9;1035
2020-06-18;Internal traffic;;1;1;2;0;2;15
2020-06-18;Internal traffic;;2;2;2;100;1;0
2020-06-18;Direct traffic;;8;8;10;12,5;1,25;50,875
2020-06-18;Direct traffic;;5;7;10;14,28571429;1,42857143;89,85714286
